game,n_rule_lines,rule_late,rule_random,rule_rigid,rule_dir_horizontal,rule_dir_vertical,rule_dir_fixed,rule_grouped,cell_no,cell_stationary,cell_moving,cell_perpendicular,cell_parallel,cell_orthogonal,cell_randomdir,cell_random,cell_action,cell_ellipsis,cell_arrows,cmd_win,cmd_cancel,cmd_restart,cmd_again,cmd_checkpoint,cmd_message,cmd_sfx,rule_multicell_max,rule_multipattern,startloop,pre_run_rules_on_level_start,pre_noaction,pre_norepeat_action,pre_throttle_movement,pre_noundo,pre_norestart,pre_realtime_interval,pre_zoomscreen,pre_flickscreen,pre_require_player_movement,n_messages,legend_or,legend_and,n_sounds,n_objects,n_layers,n_player_objects,n_rule_groups,n_rules_compiled,n_late_groups,n_late_rules_compiled,n_rule_sources,n_random_rules,n_rules_with_commands,n_rules_ellipsis,rigid,has_loop,pattern_max_cells,pattern_mean_cells,pattern_max_rows,rep_moves,rep_creates,rep_clears,n_winconditions,win_no,win_some,win_all,win_on,n_levels,level_mean_area,level_max_area,n_collision_layers,mean_solution_len,max_solution_len,mean_search_iters,frac_solved
Game_One,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,3.0,1.0,10.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,32.0,32.0,32.0,1.0,0.0,0.0,1.0,1.0,6.0,93.0,182.0,3.0,9.833333333333334,26,841.3333333333334,1.0
Gears,36.0,4.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,23.0,4.0,1.0,32.0,64.0,4.0,16.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,64.0,144.0,160.0,3.0,0.0,0.0,3.0,3.0,1.0,154.0,154.0,4.0,0.0,0,22000.0,0.0
Getting_ready_for_bed._,25.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,5.0,2.0,36.0,7.0,1.0,20.0,49.0,5.0,5.0,25.0,0.0,24.0,4.0,0.0,0.0,3.0,1.48,3.0,40.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,182.0,7.0,0.0,0,4044.0,0.0
Gingham,39.0,19.0,0.0,0.0,0.0,0.0,15.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,2.0,33.0,15.0,2.0,20.0,23.0,19.0,31.0,39.0,0.0,7.0,0.0,0.0,0.0,3.0,1.6901408450704225,2.0,8.0,72.0,90.0,1.0,0.0,0.0,1.0,1.0,6.0,234.0,234.0,15.0,17.0,23,2335.1666666666665,0.3333333333333333
Give_me_ur_key,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,11.0,3.0,1.0,5.0,14.0,1.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,2.0,1.8,1.0,16.0,22.0,26.0,2.0,1.0,0.0,1.0,2.0,1.0,918.0,918.0,3.0,0.0,0,4000.0,0.0
Gloves_and_Boots,53.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,47.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,10.0,34.0,8.0,1.0,51.0,389.0,2.0,6.0,53.0,0.0,201.0,0.0,0.0,0.0,3.0,2.3398533007334965,2.0,185.0,867.0,889.0,2.0,1.0,0.0,1.0,2.0,11.0,147.0,195.0,8.0,2.0,2,1.0,1.0
Glue_Factory,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,1.0,5.0,33.0,4.0,7.0,9.0,0.0,2.0,24.0,0.0,0.0,3.0,2.6,1.0,56.0,68.0,74.0,2.0,2.0,0.0,0.0,2.0,4.0,78.75,90.0,5.0,15.333333333333334,18,5737.5,0.75
Go,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,2.0,22.0,12.0,4.0,34.0,76.0,0.0,0.0,34.0,0.0,4.0,0.0,0.0,0.0,2.0,1.4301075268817205,2.0,0.0,109.0,120.0,0.0,0.0,0.0,0.0,0.0,5.0,183.4,441.0,12.0,0.0,0,4800.0,0.0
Gobble_Rush!,36.0,34.0,1.0,0.0,0.0,0.0,22.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,8.0,21.0,5.0,1.0,2.0,5.0,34.0,46.0,36.0,1.0,16.0,16.0,0.0,1.0,4.0,2.269230769230769,2.0,0.0,82.0,89.0,3.0,2.0,1.0,0.0,3.0,21.0,77.0,77.0,5.0,15.619047619047619,30,311.6666666666667,1.0
Goblin_Hooblob,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,12.0,3.0,1.0,16.0,64.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8333333333333333,2.0,92.0,120.0,120.0,2.0,1.0,0.0,1.0,2.0,6.0,98.66666666666667,135.0,3.0,19.25,24,5964.333333333333,0.6666666666666666
Goblin_Slayer,81.0,19.0,3.0,0.0,14.0,14.0,5.0,32.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,31.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,11.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,19.0,26.0,8.0,32.0,6.0,1.0,32.0,260.0,17.0,82.0,81.0,12.0,101.0,5.0,0.0,1.0,6.0,2.163101604278075,2.0,41.0,552.0,589.0,2.0,1.0,1.0,0.0,2.0,1.0,2695.0,2695.0,6.0,0.0,0,1000.0,0.0
Godzilla,38.0,20.0,0.0,0.0,0.0,0.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,11.0,2.0,31.0,6.0,1.0,10.0,114.0,12.0,38.0,38.0,0.0,77.0,7.0,0.0,0.0,4.0,2.0197368421052633,1.0,24.0,93.0,142.0,2.0,2.0,0.0,0.0,2.0,8.0,153.5,289.0,6.0,11.333333333333334,13,8836.0,0.375
Good_Example,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,2.0,19.0,4.0,1.0,3.0,6.0,13.0,13.0,16.0,0.0,2.0,0.0,0.0,0.0,2.0,1.1379310344827587,2.0,8.0,29.0,33.0,1.0,0.0,0.0,1.0,1.0,1.0,216.0,216.0,4.0,0.0,0,9000.0,0.0
Good_title_for_my_puzzle_game,43.0,32.0,0.0,2.0,0.0,0.0,8.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,0.0,14.0,73.0,10.0,1.0,10.0,31.0,25.0,32.0,43.0,0.0,27.0,0.0,1.0,0.0,7.0,1.6451612903225807,3.0,34.0,131.0,141.0,2.0,0.0,0.0,2.0,2.0,6.0,357.0,357.0,10.0,0.0,0,0.0,0.0
Government_Final_Exam,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,138.6,153.0,4.0,0.0,0,11800.2,0.0
Grandma's_Christmas_Kisses,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,22.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,3.0,29.0,5.0,1.0,15.0,51.0,5.0,20.0,20.0,0.0,28.0,4.0,0.0,0.0,3.0,1.9066666666666667,2.0,48.0,79.0,83.0,2.0,0.0,0.0,2.0,2.0,10.0,223.6,360.0,5.0,17.5,25,6304.6,0.4
Gravity_Sokoban,24.0,5.0,0.0,0.0,4.0,0.0,11.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,5.0,13.0,3.0,8.0,19.0,38.0,5.0,5.0,24.0,0.0,1.0,0.0,0.0,0.0,3.0,1.930232558139535,1.0,11.0,49.0,63.0,1.0,0.0,0.0,1.0,1.0,10.0,59.6,96.0,3.0,11.714285714285714,16,5130.2,0.7
Greedy_Explorer,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,11.0,8.0,3.0,1.0,4.0,16.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,3.0,2.75,1.0,20.0,32.0,32.0,1.0,0.0,0.0,1.0,1.0,10.0,163.4,299.0,3.0,16.0,16,14360.5,0.1
Grunt_work_of_the_revolution,17.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,2.0,18.0,8.0,4.0,15.0,69.0,2.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0694444444444446,2.0,12.0,107.0,135.0,1.0,0.0,0.0,1.0,1.0,9.0,99.77777777777777,117.0,8.0,0.0,0,8222.222222222223,0.0
Hack_It!,22.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,11.0,6.0,1.0,15.0,51.0,7.0,11.0,22.0,1.0,30.0,4.0,0.0,0.0,4.0,2.3333333333333335,2.0,20.0,92.0,141.0,1.0,0.0,0.0,1.0,1.0,2.0,57.0,72.0,6.0,2.0,2,3000.5,0.5
Hack_It!_-_Tilt_Game,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,4.0,1.0,9.0,22.0,0.0,0.0,10.0,3.0,9.0,0.0,0.0,0.0,3.0,1.9230769230769231,2.0,11.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,126.0,4.0,0.0,0,11000.0,0.0
Hamiltwo,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,2.0,15.0,4.0,2.0,13.0,22.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3478260869565217,2.0,8.0,27.0,27.0,9.0,9.0,0.0,0.0,9.0,2.0,49.0,49.0,4.0,16.0,16,14150.5,0.5
Handle_with_Care,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,11.0,3.0,4.0,4.0,16.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,16.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,3.0,1225.0,1225.0,3.0,0.0,0,1333.3333333333333,0.0
Hanoi__Winter,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,2.0,16.0,9.0,1.0,21.0,84.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8095238095238093,1.0,24.0,236.0,236.0,3.0,0.0,0.0,3.0,3.0,5.0,59.4,63.0,9.0,24.0,45,15272.2,0.4
Harvesting_Apples,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,9.0,3.0,1.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,16.0,24.0,24.0,3.0,2.0,0.0,1.0,3.0,1.0,80.0,80.0,3.0,0.0,0,31000.0,0.0
Harvesting_Apples_II,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,14.0,3.0,3.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,16.0,8.0,8.0,3.0,2.0,0.0,1.0,3.0,1.0,81.0,81.0,3.0,0.0,0,26000.0,0.0
Hazard_Golf,52.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,41.0,0.0,2.0,1.0,11.0,0.0,5.0,0.0,27.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,41.0,21.0,10.0,42.0,10.0,1.0,45.0,214.0,7.0,19.0,52.0,0.0,55.0,4.0,0.0,0.0,14.0,2.058282208588957,3.0,153.0,505.0,561.0,3.0,1.0,1.0,1.0,3.0,9.0,757.6666666666666,960.0,10.0,13.0,13,2548.6666666666665,0.1111111111111111
Heavy_Sword,50.0,8.0,0.0,0.0,0.0,0.0,28.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,6.0,24.0,6.0,1.0,35.0,157.0,8.0,12.0,50.0,0.0,31.0,4.0,0.0,0.0,3.0,1.970414201183432,1.0,68.0,232.0,237.0,1.0,0.0,1.0,0.0,1.0,10.0,93.4,176.0,6.0,26.875,53,5661.0,0.8
Hector,21.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,13.0,27.0,6.0,2.0,19.0,46.0,2.0,2.0,21.0,0.0,30.0,8.0,0.0,0.0,8.0,3.0833333333333335,1.0,28.0,98.0,106.0,0.0,0.0,0.0,0.0,0.0,23.0,1079.9565217391305,1736.0,6.0,36.333333333333336,50,3539.913043478261,0.13043478260869565
Hero,21.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,3.0,7.0,15.0,4.0,3.0,13.0,52.0,8.0,32.0,21.0,0.0,44.0,4.0,0.0,0.0,7.0,3.380952380952381,1.0,24.0,192.0,200.0,1.0,0.0,1.0,0.0,1.0,25.0,197.92,450.0,4.0,18.444444444444443,38,4244.44,0.36
Heroes_of_Sokoban_-_Ancient_Japan,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,16.0,5.0,3.0,17.0,153.0,3.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6153846153846154,2.0,70.0,315.0,315.0,3.0,0.0,0.0,3.0,3.0,6.0,70.83333333333333,117.0,5.0,15.75,30,6198.666666666667,0.6666666666666666
Heroes_of_Sokoban_III__The_Bard_and_The_Druid,79.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,14.0,31.0,6.0,6.0,57.0,183.0,21.0,27.0,79.0,0.0,117.0,0.0,0.0,0.0,3.0,1.483221476510067,2.0,64.0,325.0,411.0,2.0,0.0,0.0,2.0,2.0,22.0,106.4090909090909,299.0,6.0,30.666666666666668,55,9844.59090909091,0.2727272727272727
Heroes_of_Sokoban_II__Monsters,51.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,12.0,31.0,6.0,4.0,22.0,71.0,29.0,35.0,51.0,0.0,54.0,0.0,0.0,0.0,2.0,1.3666666666666667,4.0,36.0,153.0,204.0,2.0,0.0,0.0,2.0,2.0,22.0,102.9090909090909,169.0,6.0,23.428571428571427,31,6785.454545454545,0.3181818181818182
Heroes_of_Sokoban_and_Other_Tales__The_Ranger,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,17.0,4.0,9.0,24.0,6.0,4.0,24.0,108.0,12.0,12.0,36.0,0.0,28.0,4.0,0.0,0.0,3.0,1.7058823529411764,2.0,52.0,225.0,266.0,2.0,0.0,0.0,2.0,2.0,22.0,73.18181818181819,143.0,6.0,13.555555555555555,26,11009.181818181818,0.4090909090909091
Heroes_of_Sokoban_and_Other_Tales__The_Rogue,61.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,12.0,33.0,6.0,5.0,32.0,91.0,29.0,35.0,61.0,0.0,61.0,0.0,0.0,0.0,2.0,1.3627906976744186,3.0,52.0,185.0,240.0,2.0,0.0,0.0,2.0,2.0,18.0,83.11111111111111,143.0,6.0,20.6,39,7462.777777777777,0.5555555555555556
Heroes_of_sokoban_edited,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,9.0,18.0,4.0,3.0,13.0,46.0,9.0,9.0,22.0,0.0,26.0,0.0,0.0,0.0,2.0,1.3829787234042554,3.0,36.0,82.0,107.0,2.0,0.0,0.0,2.0,2.0,25.0,110.44,169.0,4.0,18.0,33,11856.36,0.36
"Hi,_Vmind!",78.0,21.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,38.0,5.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,17.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,31.0,2.0,14.0,48.0,12.0,12.0,57.0,117.0,21.0,23.0,78.0,1.0,10.0,0.0,0.0,0.0,3.0,1.3333333333333333,3.0,75.0,110.0,135.0,2.0,1.0,0.0,1.0,2.0,19.0,96.78947368421052,270.0,12.0,11.333333333333334,32,5119.631578947368,0.47368421052631576
High_Noon_RPG_game,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.0,7.0,2.0,5.0,15.0,3.0,3.0,5.0,20.0,0.0,0.0,5.0,0.0,8.0,4.0,0.0,0.0,4.0,2.8,1.0,4.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,14.0,89.35714285714286,203.0,3.0,3.7,12,1470.2142857142858,0.7142857142857143
Hill_Buddies,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,21.0,5.0,1.0,21.0,81.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9012345679012346,1.0,120.0,154.0,154.0,1.0,0.0,0.0,1.0,1.0,1.0,520.0,520.0,5.0,18.0,18,3246.0,1.0
Hitori,21.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,9.0,4.0,16.0,6.0,1.0,5.0,5.0,16.0,47.0,21.0,0.0,0.0,36.0,0.0,0.0,3.0,2.5384615384615383,1.0,0.0,94.0,96.0,1.0,1.0,0.0,0.0,1.0,16.0,60.0625,81.0,6.0,0.0,0,6250.0,0.0
Honey_Giants,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,8.0,14.0,5.0,1.0,4.0,40.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,60.0,76.0,76.0,1.0,0.0,0.0,1.0,1.0,10.0,56.3,132.0,5.0,0.0,0,0.0,0.0
How_Many_Digits_Of_Pi_Do_You_Know_,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,2.0,23.0,2.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,126.0,126.0,2.0,7.857142857142857,13,38.57142857142857,1.0
