game,n_rule_lines,rule_late,rule_random,rule_rigid,rule_dir_horizontal,rule_dir_vertical,rule_dir_fixed,rule_grouped,cell_no,cell_stationary,cell_moving,cell_perpendicular,cell_parallel,cell_orthogonal,cell_randomdir,cell_random,cell_action,cell_ellipsis,cell_arrows,cmd_win,cmd_cancel,cmd_restart,cmd_again,cmd_checkpoint,cmd_message,cmd_sfx,rule_multicell_max,rule_multipattern,startloop,pre_run_rules_on_level_start,pre_noaction,pre_norepeat_action,pre_throttle_movement,pre_noundo,pre_norestart,pre_realtime_interval,pre_zoomscreen,pre_flickscreen,pre_require_player_movement,n_messages,legend_or,legend_and,n_sounds,n_objects,n_layers,n_player_objects,n_rule_groups,n_rules_compiled,n_late_groups,n_late_rules_compiled,n_rule_sources,n_random_rules,n_rules_with_commands,n_rules_ellipsis,rigid,has_loop,pattern_max_cells,pattern_mean_cells,pattern_max_rows,rep_moves,rep_creates,rep_clears,n_winconditions,win_no,win_some,win_all,win_on,n_levels,level_mean_area,level_max_area,n_collision_layers,mean_solution_len,max_solution_len,mean_search_iters,frac_solved
Metal_and_Grass,38.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,15.0,6.0,36.0,9.0,1.0,38.0,50.0,0.0,0.0,38.0,5.0,0.0,0.0,0.0,1.0,2.0,1.3333333333333333,3.0,12.0,75.0,95.0,1.0,1.0,0.0,0.0,1.0,8.0,160.875,266.0,9.0,0.0,0,4.0,0.0
Metamorph,34.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,12.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,20.0,9.0,3.0,23.0,64.0,11.0,43.0,34.0,0.0,34.0,12.0,0.0,0.0,6.0,2.076923076923077,2.0,20.0,123.0,154.0,0.0,0.0,0.0,0.0,0.0,4.0,93.0,132.0,9.0,12.5,18,798.5,1.0
Mice_and_Cheese,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,4.0,2.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,8.0,12.0,1.0,1.0,0.0,0.0,1.0,15.0,242.66666666666666,465.0,2.0,11.153846153846153,18,3237.2,0.8666666666666667
Michael_Bay's_Legend_of_Zelda,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,15.0,7.0,1.0,3.0,28.0,11.0,23.0,14.0,0.0,10.0,0.0,0.0,0.0,2.0,1.830188679245283,2.0,48.0,69.0,71.0,2.0,0.0,1.0,1.0,2.0,3.0,65.0,75.0,7.0,19.0,28,5547.0,1.0
MicroChip,63.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,47.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,2.0,52.0,7.0,1.0,63.0,162.0,0.0,0.0,63.0,0.0,6.0,0.0,0.0,0.0,3.0,1.3769633507853403,2.0,102.0,192.0,240.0,2.0,1.0,0.0,1.0,2.0,3.0,309.6666666666667,360.0,7.0,0.0,0,10712.333333333334,0.0
Microban_I,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,155.0,92.27741935483871,510.0,3.0,57.75806451612903,429,36175.374193548385,0.4
Microbe_Destroyers,54.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,0.0,13.0,48.0,7.0,1.0,41.0,93.0,13.0,28.0,54.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5384615384615385,2.0,38.0,123.0,159.0,3.0,3.0,0.0,0.0,3.0,8.0,170.75,273.0,7.0,20.4,34,6082.0,0.625
Mimic_Translation,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,1.0,4.0,25.0,2.0,2.0,9.0,0.0,15.0,0.0,0.0,0.0,2.0,1.625,2.0,40.0,52.0,52.0,2.0,0.0,0.0,2.0,2.0,7.0,63.0,63.0,3.0,8.428571428571429,11,230.71428571428572,1.0
Minecraft,28.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,16.0,0.0,7.0,20.0,6.0,1.0,26.0,80.0,2.0,5.0,28.0,4.0,16.0,12.0,0.0,0.0,10.0,3.741573033707865,2.0,44.0,92.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1023.0,1023.0,6.0,0.0,0,2000.0,0.0
Miner_Guy,84.0,2.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,29.0,4.0,4.0,82.0,100.0,2.0,8.0,84.0,0.0,20.0,0.0,0.0,0.0,4.0,1.6222222222222222,5.0,140.0,252.0,284.0,2.0,0.0,0.0,2.0,2.0,3.0,134.0,255.0,4.0,15.0,15,22449.0,0.3333333333333333
Miner_To_Miner_Empire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,185.5,264.0,3.0,33.285714285714285,39,4322.625,0.875
Mini_Nomerads,35.0,8.0,0.0,0.0,2.0,2.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,1.0,15.0,35.0,6.0,1.0,27.0,46.0,8.0,8.0,35.0,0.0,33.0,0.0,0.0,1.0,3.0,1.7407407407407407,1.0,24.0,85.0,90.0,2.0,0.0,0.0,2.0,2.0,9.0,136.0,299.0,6.0,9.0,18,12221.222222222223,0.5555555555555556
Mini_Nomerads_2__Constructaballs,30.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,13.0,27.0,6.0,1.0,23.0,54.0,7.0,10.0,30.0,0.0,25.0,0.0,0.0,1.0,2.0,1.828125,1.0,24.0,80.0,93.0,2.0,0.0,0.0,2.0,2.0,11.0,139.0909090909091,195.0,6.0,10.0,22,21660.81818181818,0.2727272727272727
Minimalist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,4.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,10.0,38.3,81.0,3.0,20.9,46,21.2,1.0
Minsweeper_Demake,96.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,26.0,7.0,1.0,96.0,283.0,0.0,0.0,96.0,15.0,0.0,0.0,0.0,0.0,2.0,1.8026315789473684,2.0,5.0,533.0,544.0,1.0,1.0,0.0,0.0,1.0,1.0,49.0,49.0,7.0,0.0,0,68000.0,0.0
Mirror_Bounce,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,12.0,4.0,1.0,4.0,16.0,6.0,12.0,10.0,0.0,2.0,16.0,0.0,0.0,3.0,2.2857142857142856,1.0,0.0,44.0,48.0,1.0,1.0,0.0,0.0,1.0,4.0,135.0,170.0,4.0,5.75,8,17.75,1.0
Misaligned,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,2.0,4.0,18.0,4.0,3.0,24.0,36.0,2.0,2.0,26.0,0.0,20.0,0.0,0.0,0.0,2.0,1.4210526315789473,1.0,52.0,36.0,38.0,3.0,1.0,0.0,2.0,3.0,10.0,112.6,208.0,4.0,24.25,39,14438.0,0.8
Miss_Direction,63.0,17.0,0.0,0.0,1.0,1.0,52.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,17.0,6.0,32.0,6.0,4.0,46.0,58.0,17.0,17.0,63.0,0.0,41.0,0.0,0.0,0.0,3.0,2.0,2.0,60.0,110.0,119.0,1.0,0.0,1.0,0.0,1.0,20.0,398.45,800.0,6.0,77.86666666666666,186,4087.35,0.75
Mitosys,15.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,2.0,3.0,11.0,5.0,1.0,13.0,17.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,3.526315789473684,1.0,0.0,66.0,67.0,3.0,0.0,0.0,3.0,3.0,15.0,69.46666666666667,88.0,5.0,19.625,26,33525.86666666667,0.5333333333333333
Monster_block_push_game,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,11.0,3.0,1.0,4.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,32.0,32.0,32.0,4.0,0.0,0.0,4.0,4.0,10.0,64.0,81.0,3.0,14.75,30,35009.7,0.4
Mow_Problems,34.0,15.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,6.0,1.0,6.0,13.0,5.0,4.0,19.0,28.0,15.0,15.0,34.0,0.0,4.0,0.0,0.0,0.0,2.0,1.4651162790697674,1.0,28.0,54.0,55.0,2.0,2.0,0.0,0.0,2.0,15.0,40.8,78.0,5.0,18.25,27,67355.93333333333,0.26666666666666666
Mr._Dwarf,111.0,0.0,5.0,0.0,2.0,0.0,40.0,10.0,27.0,61.0,8.0,0.0,0.0,0.0,9.0,5.0,8.0,2.0,26.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,112.0,3.0,8.0,44.0,9.0,4.0,101.0,862.0,0.0,0.0,111.0,17.0,37.0,5.0,0.0,0.0,3.0,1.8691275167785235,3.0,58.0,1539.0,1581.0,1.0,0.0,1.0,0.0,1.0,1.0,825.0,825.0,9.0,0.0,0,1000.0,0.0
Muddy_Sokoban_Level_Set_I,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,8.0,5.0,2.0,2.0,8.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.8,1.0,8.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,7.0,49.0,49.0,5.0,14.5,18,56543.0,0.2857142857142857
Multi-word_Dictionary_Game,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,3.0,1.0,2.0,8.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,2.2,1.0,16.0,14.0,14.0,1.0,0.0,1.0,0.0,1.0,1.0,63.0,63.0,3.0,14.0,14,15875.0,1.0
Multiply,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,3.0,27.0,5.0,1.0,8.0,23.0,13.0,13.0,21.0,0.0,4.0,0.0,0.0,0.0,2.0,1.4,3.0,8.0,58.0,62.0,1.0,0.0,0.0,1.0,1.0,6.0,157.66666666666666,260.0,5.0,14.5,16,18346.5,0.3333333333333333
NAND_Circuit_Simulator,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,2.0,12.0,6.0,1.0,14.0,40.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,3.0,2.2,1.0,5.0,83.0,85.0,0.0,0.0,0.0,0.0,0.0,9.0,415.8888888888889,1728.0,6.0,1.5555555555555556,2,0.7777777777777778,1.0
N_Queens_Puzzle,29.0,8.0,0.0,0.0,0.0,0.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,21.0,2.0,32.0,6.0,1.0,11.0,81.0,8.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4205607476635513,3.0,33.0,117.0,129.0,2.0,1.0,0.0,1.0,2.0,8.0,257.875,528.0,6.0,10.0,14,3160.875,0.25
N_Step_Punt,18.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,9.0,7.0,1.0,10.0,36.0,0.0,0.0,18.0,0.0,0.0,16.0,0.0,0.0,4.0,2.230769230769231,2.0,24.0,80.0,100.0,1.0,0.0,0.0,1.0,1.0,2.0,72.0,72.0,7.0,0.0,0,33000.0,0.0
Net,88.0,6.0,1.0,0.0,0.0,0.0,26.0,14.0,102.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,16.0,26.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,12.0,2.0,63.0,23.0,3.0,68.0,127.0,6.0,6.0,88.0,1.0,11.0,16.0,0.0,1.0,3.0,1.5660377358490567,2.0,16.0,176.0,203.0,0.0,0.0,0.0,0.0,0.0,1.0,1001.0,1001.0,23.0,0.0,0,2000.0,0.0
Nethack_Sokoban,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,9.0,3.0,1.0,8.0,29.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,2.0,1.9655172413793103,1.0,8.0,21.0,33.0,1.0,0.0,0.0,1.0,1.0,19.0,223.94736842105263,468.0,3.0,22.6,33,15355.684210526315,0.2631578947368421
Neutralize,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,4.0,13.0,4.0,1.0,28.0,85.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,0.0,2.0,1.8837209302325582,2.0,24.0,154.0,154.0,1.0,1.0,0.0,0.0,1.0,10.0,68.2,187.0,4.0,21.285714285714285,41,18680.6,0.7
Newton's_Crates,107.0,73.0,1.0,0.0,0.0,0.0,11.0,0.0,6.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,22.0,6.0,0.0,0.0,60.0,0.0,6.0,0.0,7.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,14.0,16.0,104.0,15.0,1.0,34.0,107.0,73.0,73.0,107.0,1.0,139.0,7.0,0.0,0.0,4.0,1.6458333333333333,3.0,27.0,261.0,332.0,0.0,0.0,0.0,0.0,0.0,17.0,448.88235294117646,1715.0,15.0,51.75,79,7140.176470588235,0.23529411764705882
Nirvana,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.0,4.0,1.0,4.0,10.0,2.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,1.75,2.0,8.0,21.0,23.0,1.0,0.0,0.0,1.0,1.0,4.0,35.5,42.0,4.0,14.0,19,9017.25,0.5
No_Ant_Not_Dead,41.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,20.0,10.0,6.0,32.0,6.0,2.0,39.0,138.0,2.0,5.0,41.0,0.0,0.0,0.0,1.0,0.0,3.0,1.5185185185185186,2.0,23.0,181.0,282.0,2.0,1.0,1.0,0.0,2.0,11.0,83.27272727272727,126.0,6.0,0.0,0,0.0,0.0
No_Fault_of_My_Own,20.0,8.0,0.0,0.0,2.0,2.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,5.0,12.0,7.0,2.0,12.0,19.0,8.0,12.0,20.0,0.0,12.0,0.0,0.0,0.0,2.0,1.6451612903225807,1.0,5.0,19.0,35.0,2.0,1.0,0.0,1.0,2.0,3.0,49.666666666666664,64.0,7.0,0.0,0,13666.666666666666,0.0
No_Right_Turn_Sokoban,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,8.0,3.0,4.0,15.0,24.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,2.0,1.5,1.0,12.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,4.0,155.0,323.0,3.0,65.0,115,11704.75,0.75
Noleap,126.0,38.0,0.0,0.0,3.0,0.0,73.0,0.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,61.0,0.0,0.0,0.0,21.0,0.0,27.0,0.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,23.0,24.0,105.0,13.0,4.0,88.0,147.0,38.0,43.0,126.0,0.0,78.0,15.0,0.0,0.0,7.0,1.795539033457249,3.0,55.0,246.0,307.0,1.0,1.0,0.0,0.0,1.0,1.0,1620.0,1620.0,13.0,0.0,0,2000.0,0.0
Nom,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,1.0,4.0,16.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,2.25,1.0,20.0,28.0,32.0,3.0,0.0,1.0,2.0,3.0,1.0,66.0,66.0,3.0,23.0,23,28142.0,1.0
Not_Normal_Crates,23.0,5.0,0.0,0.0,1.0,1.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,36.0,8.0,6.0,65.0,4.0,2.0,18.0,73.0,5.0,5.0,23.0,0.0,16.0,0.0,0.0,0.0,3.0,2.3095238095238093,3.0,140.0,149.0,153.0,1.0,0.0,1.0,0.0,1.0,18.0,105.55555555555556,200.0,4.0,16.692307692307693,36,13732.166666666666,0.7222222222222222
Not_in_the_mood,85.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,5.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,4.0,11.0,63.0,10.0,5.0,77.0,129.0,8.0,8.0,85.0,0.0,80.0,0.0,0.0,0.0,3.0,1.6989247311827957,5.0,0.0,285.0,291.0,6.0,5.0,0.0,1.0,6.0,1.0,88.0,88.0,10.0,0.0,0,16000.0,0.0
Number_Friends_-work_in_progress-,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,2.0,25.0,3.0,1.0,5.0,8.0,18.0,66.0,23.0,0.0,0.0,0.0,0.0,0.0,11.0,5.216216216216216,1.0,8.0,138.0,138.0,1.0,1.0,0.0,0.0,1.0,27.0,88.14814814814815,91.0,3.0,16.11111111111111,71,14074.925925925925,0.3333333333333333
Nyetris_DEMOv1.8,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,7.0,16.0,2.0,1.0,13.0,212.0,8.0,16.0,21.0,0.0,4.0,0.0,0.0,1.0,12.0,2.456140350877193,1.0,416.0,404.0,540.0,1.0,1.0,0.0,0.0,1.0,12.0,289.25,513.0,2.0,5.0,6,9011.25,0.16666666666666666
